rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,resampled_sampling_rate,resampled_filename,resampled_channels
4,no,balori,1 (mono),05-09-2015,level,40,XC240731.mp3,level,Baltimore Oriole,20-Jul,XC240731 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Memphis, Shelby County, Tennessee",35.0715,22050 (Hz),song,70 m,Bird hear singing in tree from road.  Located bird in cottonwood tree approximately 50 yards from road.,128000 (bps),mp3,level,,240731,https://www.xeno-canto.org/240731,United States,Hal Mitchell,Icterus galbula_Baltimore Oriole,-90.1506,3-6(s),12:00,Hal Mitchell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC240731.wav,1 (mono)
3.5,no,balori,2 (stereo),5/17/2015,Not specified,69,XC243991.mp3,Not specified,Baltimore Oriole,Not specified,XC243991 Baltimore Oriole (Icterus galbula),['Sterna hirundo_Common Tern'],yes,Icterus galbula," Toronto Islands lighthouse, Ontario",43.6129,48000 (Hz),"alarm call, female, male",70 m,"Territorial dispute involving 2 males and 1 female.  Males chasing each other flying in circles, landing in tree, fighting, falling 4m from tree to the ground while holding onto each other with their feet. Female watching and following.

Normalized + 1200hz bypass filter",256000 (bps),mp3,Not specified,Common Tern (Sterna hirundo); American Yellow Warbler (Setophaga aestiva),243991,https://www.xeno-canto.org/243991,Canada,Viktor Nilsson-Örtman,Icterus galbula_Baltimore Oriole,-79.3863,Not specified,09:00,Viktor Nilsson-Örtman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC243991.wav,1 (mono)
4,no,balori,2 (stereo),10/19/2014,Not specified,99,XC244358.mp3,Not specified,Baltimore Oriole,Not specified,XC244358 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Mejicanos, San Salvador, San Salvador",13.7333,48000 (Hz),song,750 m,Amplified recording,320000 (bps),mp3,Not specified,,244358,https://www.xeno-canto.org/244358,El Salvador,Guillermo Funes,Icterus galbula_Baltimore Oriole,-89.2167,Not specified,09:00,Guillermo Funes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC244358.wav,1 (mono)
3.5,no,balori,1 (mono),5/24/2015,Not specified,39,XC247768.mp3,Not specified,Baltimore Oriole,Not specified,XC247768 Baltimore Oriole (Icterus galbula),"['Cyanocitta cristata_Blue Jay', 'Melanerpes carolinus_Red-bellied Woodpecker', 'Vireo olivaceus_Red-eyed Vireo']",yes,Icterus galbula," Lindsay-Parsons Biodiversity Preserve, Danby, NY",42.3129,44100 (Hz),alarm call,300 m,Distress calls from an unseen bird near Blue Jays in canopy of deciduous forest.,128000 (bps),mp3,Not specified,Blue Jay (Cyanocitta cristata); Red-bellied Woodpecker (Melanerpes carolinus); Red-eyed Vireo (Vireo olivaceus),247768,https://www.xeno-canto.org/247768,United States,Dan Lane,Icterus galbula_Baltimore Oriole,-76.5181,Not specified,09:00,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC247768.wav,1 (mono)
4,no,balori,2 (stereo),6/25/2015,level,76,XC253854.mp3,level,Baltimore Oriole,03-Jan,XC253854 Baltimore Oriole (Icterus galbula),[],no,Icterus galbula," Yard, Croton, New York",Not specified,44100 (Hz),song,? m,,128000 (bps),mp3,level,,253854,https://www.xeno-canto.org/253854,United States,Daniel Parker,Icterus galbula_Baltimore Oriole,Not specified,0-3(s),09:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC253854.wav,1 (mono)
4,no,balori,2 (stereo),4/29/2015,Not specified,24,XC255284.mp3,Not specified,Baltimore Oriole,Not specified,XC255284 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Jacobson Park, Fayette County, Kentucky",37.9876,44100 (Hz),call,300 m,,128000 (bps),mp3,Not specified,,255284,https://www.xeno-canto.org/255284,United States,Antonio Xeira,Icterus galbula_Baltimore Oriole,-84.4219,Not specified,17:30,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC255284.wav,1 (mono)
3.5,no,balori,2 (stereo),07-04-2015,Not specified,27,XC256292.mp3,Not specified,Baltimore Oriole,Not specified,XC256292 Baltimore Oriole (Icterus galbula),['Agelaius phoeniceus_Red-winged Blackbird'],yes,Icterus galbula," Baie-du-Febvre, Nicolet-Yamaska, Québec",46.154,44100 (Hz),"call, female, flight call, male",10 m,"Couple calling from a bush and flying away. Habitat: shrubland, marsh, field.",128000 (bps),mp3,Not specified,Red-winged Blackbird (Agelaius phoeniceus),256292,https://www.xeno-canto.org/256292,Canada,Martin St-Michel,Icterus galbula_Baltimore Oriole,-72.7455,Not specified,07:14,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC256292.wav,1 (mono)
4,,balori,2 (stereo),5/23/2015,Not specified,9,XC278196.mp3,Not specified,Baltimore Oriole,Not specified,XC278196 Baltimore Oriole (Icterus galbula),[],,Icterus galbula," 3 km south of Fishing Lake, SK",51.7759,44100 (Hz),"male, song",550 m,"For longer recording of this individual listen to soundscape XC278197.

Recorded using a Sennheiser ME64 /K6 mic and a Olympus LS-14 recorder.

Modifications: None",128000 (bps),mp3,Not specified,,278196,https://www.xeno-canto.org/278196,Canada,Patrick Turgeon,Icterus galbula_Baltimore Oriole,-103.5816,Not specified,09:38,Patrick Turgeon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC278196.wav,1 (mono)
4,no,balori,1 (mono),4/22/2016,level,44,XC313532.mp3,level,Baltimore Oriole,03-Jan,XC313532 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Memphis, Shelby County, Tennessee",35.0747,48000 (Hz),call,70 m,Heard calling in dense shrub high vegetation.  Eventually flew out to chase another BAOR away.,320000 (bps),mp3,level,,313532,https://www.xeno-canto.org/313532,United States,Hal Mitchell,Icterus galbula_Baltimore Oriole,-90.1585,0-3(s),10:30,Hal Mitchell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC313532.wav,1 (mono)
4,no,balori,1 (mono),4/22/2016,level,29,XC313533.mp3,level,Baltimore Oriole,03-Jan,XC313533 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Memphis, Shelby County, Tennessee",35.0747,48000 (Hz),song,70 m,Heard singing in large cottonwood tree next to the MS River.,320000 (bps),mp3,level,,313533,https://www.xeno-canto.org/313533,United States,Hal Mitchell,Icterus galbula_Baltimore Oriole,-90.1585,0-3(s),10:30,Hal Mitchell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC313533.wav,1 (mono)
3.5,no,balori,1 (mono),05-05-2016,Not specified,110,XC315277.mp3,Not specified,Baltimore Oriole,Not specified,XC315277 Baltimore Oriole (Icterus galbula),"['Cyanocitta cristata_Blue Jay', 'Agelaius phoeniceus_Red-winged Blackbird', 'Melospiza melodia_Song Sparrow', 'Cardinalis cardinalis_Northern Cardinal']",yes,Icterus galbula," Winfield Township (near  West Chicago), DuPage County, Illinois",41.8676,44100 (Hz),song,220 m,,320000 (bps),mp3,Not specified,Blue Jay (Cyanocitta cristata); Red-winged Blackbird (Agelaius phoeniceus); Song Sparrow (Melospiza melodia); Northern Cardinal (Cardinalis cardinalis),315277,https://www.xeno-canto.org/315277,United States,Matt Wistrand,Icterus galbula_Baltimore Oriole,-88.1885,Not specified,17:30,Matt Wistrand,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC315277.wav,1 (mono)
4.5,no,balori,1 (mono),05-06-2016,Not specified,40,XC315312.mp3,Not specified,Baltimore Oriole,Not specified,XC315312 Baltimore Oriole (Icterus galbula),"['Dumetella carolinensis_Gray Catbird', 'Cardinalis cardinalis_Northern Cardinal']",yes,Icterus galbula," Dover, Kent County, Delaware",39.1742,44100 (Hz),"call, male, song",10 m,Filtered noise from rain and nearby flooded river.,128000 (bps),mp3,Not specified,Grey Catbird (Dumetella carolinensis); Northern Cardinal (Cardinalis cardinalis); American Yellow Warbler (Setophaga aestiva),315312,https://www.xeno-canto.org/315312,United States,Jerald R,Icterus galbula_Baltimore Oriole,-75.5424,Not specified,09:00,Jerald R,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC315312.wav,1 (mono)
4,no,balori,1 (mono),5/17/2016,both,20,XC317288.mp3,level,Baltimore Oriole,20-Jul,XC317288 Baltimore Oriole (Icterus galbula),[],no,Icterus galbula," Palmyra, Burlington County, New Jersey",40.0107,44100 (Hz),"call, song",3 m,"Recorded on Apple iPhone6.  Applied noise reduction & amplification.  Removed dead air between calls.  Raw audio available upon request.

Terry Davis adds these remarks:

Baltimore Oriole call also at :14 Orchard Oriole with 1 song in background starting around 6, then a close OROR call also at end of :11.",128000 (bps),mp3,level,,317288,https://www.xeno-canto.org/317288,United States,Chris Wolf,Icterus galbula_Baltimore Oriole,-75.0324,0-3(s),08:30,Chris Wolf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC317288.wav,1 (mono)
4.5,no,balori,2 (stereo),5/26/2016,Not specified,10,XC318680.mp3,Not specified,Baltimore Oriole,Not specified,XC318680 Baltimore Oriole (Icterus galbula),"['Cardinalis cardinalis_Northern Cardinal', 'Hylocichla mustelina_Wood Thrush', 'Dumetella carolinensis_Gray Catbird', 'Contopus virens_Eastern Wood-Pewee']",yes,Icterus galbula," East Norriton Township (near  Norristown), Montgomery County, Pennsylvania",40.1385,44100 (Hz),call,50 m,Call reminiscent of a Tufted Titmouse.,256633 (bps),mp3,Not specified,Northern Cardinal (Cardinalis cardinalis); Wood Thrush (Hylocichla mustelina); Grey Catbird (Dumetella carolinensis); Eastern Wood Pewee (Contopus virens),318680,https://www.xeno-canto.org/318680,United States,Brian Henderson,Icterus galbula_Baltimore Oriole,-75.3281,Not specified,08:50,Brian Henderson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC318680.wav,1 (mono)
3.5,no,balori,2 (stereo),5/24/2016,Not specified,93,XC319839.mp3,Not specified,Baltimore Oriole,Not specified,XC319839 Baltimore Oriole (Icterus galbula),['Agelaius phoeniceus_Red-winged Blackbird'],yes,Icterus galbula," Centre d'interprétation du Ruisseau McFee, Venise-en-Québec, Le Haut-Richelieu, Québec",45.064,44100 (Hz),"call, male",30 m,"Habitat: swamp, shrubland, young deciduous forest.",128000 (bps),mp3,Not specified,Red-winged Blackbird (Agelaius phoeniceus); American Yellow Warbler (Setophaga aestiva),319839,https://www.xeno-canto.org/319839,Canada,Martin St-Michel,Icterus galbula_Baltimore Oriole,-73.1644,Not specified,15:20,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC319839.wav,1 (mono)
4,no,balori,2 (stereo),06-03-2016,Not specified,3,XC319908.mp3,Not specified,Baltimore Oriole,Not specified,XC319908 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Tusket, Nova Scotia",43.8552,44100 (Hz),song,10 m,,256000 (bps),mp3,Not specified,,319908,https://www.xeno-canto.org/319908,Canada,Alix dEntremont,Icterus galbula_Baltimore Oriole,-65.9728,0-3(s),10:00,Alix dEntremont,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC319908.wav,1 (mono)
3.5,no,balori,1 (mono),6/18/2016,Not specified,23,XC322444.mp3,Not specified,Baltimore Oriole,Not specified,XC322444 Baltimore Oriole (Icterus galbula),[],no,Icterus galbula," Cranberry Lake Park, Oakland County, Michigan",42.7865,44100 (Hz),begging call,300 m,"More than 3 birds calling around me from the top of the tree canopy.
Didn't see the birds. Sounded like they were in contact with each others.

It seems might be young's begging call.",192000 (bps),mp3,Not specified,American Yellow Warbler (Setophaga aestiva),322444,https://www.xeno-canto.org/322444,United States,Antonio Xeira,Icterus galbula_Baltimore Oriole,-83.1459,Not specified,09:30,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC322444.wav,1 (mono)
4.5,no,balori,1 (mono),06-09-2016,Not specified,69,XC323253.mp3,Not specified,Baltimore Oriole,Not specified,XC323253 Baltimore Oriole (Icterus galbula),"['Melospiza melodia_Song Sparrow', 'Turdus migratorius_American Robin', 'Chaetura pelagica_Chimney Swift']",yes,Icterus galbula," Paint Creek Trail--Dutton to Silver Bell, Oakland County, Michigan",42.7195,44100 (Hz),song,240 m,,192000 (bps),mp3,Not specified,Song Sparrow (Melospiza melodia); American Robin (Turdus migratorius); Chimney Swift (Chaetura pelagica),323253,https://www.xeno-canto.org/323253,United States,Antonio Xeira,Icterus galbula_Baltimore Oriole,-83.1579,Not specified,11:30,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC323253.wav,1 (mono)
3.5,,balori,2 (stereo),5/31/2015,Not specified,41,XC323704.mp3,both,Baltimore Oriole,Not specified,XC323704 Baltimore Oriole (Icterus galbula),"['Thryothorus ludovicianus_Carolina Wren', 'Cardinalis cardinalis_Northern Cardinal', 'Turdus migratorius_American Robin', 'Progne subis_Purple Martin']",,Icterus galbula," Red River National Wildlife Refuge- Headquarters Unit, Bossier Parish, Louisiana",32.447,44100 (Hz),"call, male, song",50 m,Breeding. Near refuge boat launch. First call at :03 again at :14 then after.,320000 (bps),mp3,Not specified,Carolina Wren (Thryothorus ludovicianus); Northern Cardinal (Cardinalis cardinalis); American Robin (Turdus migratorius); Purple Martin (Progne subis),323704,https://www.xeno-canto.org/323704,United States,Terry Davis,Icterus galbula_Baltimore Oriole,-93.6721,0-3(s),08:00,Terry Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC323704.wav,1 (mono)
3.5,no,balori,2 (stereo),6/18/2016,Not specified,57,XC324865.mp3,Not specified,Baltimore Oriole,Not specified,XC324865 Baltimore Oriole (Icterus galbula),"['Charadrius vociferus_Killdeer', 'Agelaius phoeniceus_Red-winged Blackbird', 'Contopus virens_Eastern Wood-Pewee', 'Troglodytes aedon_House Wren']",yes,Icterus galbula," Baie-du-Febvre, Nicolet-Yamaska, Québec",46.154,44100 (Hz),"call, female, male, song",10 m,"Female calling from low branches, male can be heard in the background. Habitat: garden, mature deciduous forest, field.",128000 (bps),mp3,Not specified,Killdeer (Charadrius vociferus); Red-winged Blackbird (Agelaius phoeniceus); Eastern Wood Pewee (Contopus virens); House Wren (Troglodytes aedon),324865,https://www.xeno-canto.org/324865,Canada,Martin St-Michel,Icterus galbula_Baltimore Oriole,-72.7455,Not specified,06:22,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC324865.wav,1 (mono)
5,no,balori,2 (stereo),6/22/2016,Not specified,18,XC329040.mp3,Not specified,Baltimore Oriole,Not specified,XC329040 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Draper Twin Lake Park, Oakland County, Michigan",42.7646,44100 (Hz),call,280 m,"Editing: High-pass filter, cutoff frequency 1kHz, some amplification.

Equipment: Olympus WS-822 digital recorder with Audio-technica ATR 6550 shotgun.",192000 (bps),mp3,Not specified,,329040,https://www.xeno-canto.org/329040,United States,Antonio Xeira,Icterus galbula_Baltimore Oriole,-83.1162,Not specified,08:00,Antonio Xeira,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC329040.wav,1 (mono)
4,no,balori,2 (stereo),6/19/2016,Not specified,19,XC331558.mp3,Not specified,Baltimore Oriole,Not specified,XC331558 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Godmanchester, Le Haut-Saint-Laurent, Québec",45.0889,44100 (Hz),"male, song",100 m,"Habitat: shrubland, mature deciduous forest, field.",128000 (bps),mp3,Not specified,,331558,https://www.xeno-canto.org/331558,Canada,Martin St-Michel,Icterus galbula_Baltimore Oriole,-74.2627,Not specified,05:10,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC331558.wav,1 (mono)
4,no,balori,2 (stereo),6/19/2016,Not specified,31,XC333620.mp3,Not specified,Baltimore Oriole,Not specified,XC333620 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Godmanchester, Le Haut-Saint-Laurent, Québec",45.0889,44100 (Hz),"flight call, male",100 m,"One male chasing a soaring Buteo jamaicensis. Habitat: field, mature deciduous forest.",128000 (bps),mp3,Not specified,,333620,https://www.xeno-canto.org/333620,Canada,Martin St-Michel,Icterus galbula_Baltimore Oriole,-74.2627,Not specified,09:47,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC333620.wav,1 (mono)
3.5,no,balori,2 (stereo),06-10-2016,Not specified,76,XC335644.mp3,Not specified,Baltimore Oriole,Not specified,XC335644 Baltimore Oriole (Icterus galbula),"['Charadrius vociferus_Killdeer', 'Haemorhous mexicanus_House Finch', 'Passer domesticus_House Sparrow']",yes,Icterus galbula," Cut Bank, Glacier County, Montana",48.635,44100 (Hz),"male, song",1100 m,"Recording amplified. Twitter call given by a male from various high perches. Acted like it was singing. Recorded with a ZOOM Handy H5 with the SSH-6 shotgun mic. Same bird as XC335646, but was further away.",320109 (bps),mp3,Not specified,Killdeer (Charadrius vociferus); House Finch (Haemorhous mexicanus); House Sparrow (Passer domesticus),335644,https://www.xeno-canto.org/335644,United States,Thomas Magarian,Icterus galbula_Baltimore Oriole,-112.3305,Not specified,16:20,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC335644.wav,1 (mono)
3.5,no,balori,2 (stereo),06-10-2016,Not specified,108,XC335645.mp3,Not specified,Baltimore Oriole,Not specified,XC335645 Baltimore Oriole (Icterus galbula),"['Salpinctes obsoletus_Rock Wren', 'Haemorhous mexicanus_House Finch']",yes,Icterus galbula," Cut Bank, Glacier County, Montana",48.635,44100 (Hz),"male, song",1100 m,"Recording amplified. Twitter call given by a male from various high perches. Acted like it was singing. Recorded with a ZOOM Handy H5 with the SSH-6 shotgun mic. Same bird as XC335644, came in much closer for this recording.",320077 (bps),mp3,Not specified,Rock Wren (Salpinctes obsoletus); House Finch (Haemorhous mexicanus); American Yellow Warbler (Setophaga aestiva),335645,https://www.xeno-canto.org/335645,United States,Thomas Magarian,Icterus galbula_Baltimore Oriole,-112.3305,Not specified,16:24,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC335645.wav,1 (mono)
4.5,,balori,2 (stereo),05-01-2017,Not specified,37,XC367190.mp3,Not specified,Baltimore Oriole,Not specified,XC367190 Baltimore Oriole (Icterus galbula),"['Agelaius phoeniceus_Red-winged Blackbird', 'Melanerpes carolinus_Red-bellied Woodpecker']",,Icterus galbula," New Jersey (near  Linden), Union County, New Jersey",40.6052,44100 (Hz),song,0 m,,256000 (bps),mp3,Not specified,Red-winged Blackbird (Agelaius phoeniceus); Red-bellied Woodpecker (Melanerpes carolinus),367190,https://www.xeno-canto.org/367190,United States,William Whitehead,Icterus galbula_Baltimore Oriole,-74.2495,Not specified,07:00,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC367190.wav,1 (mono)
4.5,no,balori,2 (stereo),06-01-2016,Not specified,68,XC367798.mp3,Not specified,Baltimore Oriole,Not specified,XC367798 Baltimore Oriole (Icterus galbula),"['Turdus migratorius_American Robin', 'Contopus sordidulus_Western Wood-Pewee', 'Zenaida macroura_Mourning Dove', 'Troglodytes aedon_House Wren']",yes,Icterus galbula," Tamarack Ranch SWA, E Sector, Logan County, Colorado",40.841,48000 (Hz),call,1100 m,"Whistling call notes, then a pause, then a couple scold notes from bird along E sector road near gallery forest.",128000 (bps),mp3,Not specified,American Robin (Turdus migratorius); Western Wood Pewee (Contopus sordidulus); Mourning Dove (Zenaida macroura); House Wren (Troglodytes aedon),367798,https://www.xeno-canto.org/367798,United States,Eric DeFonso,Icterus galbula_Baltimore Oriole,-102.774,Not specified,07:47,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC367798.wav,1 (mono)
4.5,no,balori,2 (stereo),06-01-2016,Not specified,99,XC367800.mp3,Not specified,Baltimore Oriole,Not specified,XC367800 Baltimore Oriole (Icterus galbula),"['Pheucticus melanocephalus_Black-headed Grosbeak', 'Zenaida macroura_Mourning Dove', 'Troglodytes aedon_House Wren']",yes,Icterus galbula," Tamarack Ranch SWA, E Sector, Logan County, Colorado",40.841,48000 (Hz),call,1100 m,Extended cut of whistling call notes from bird along E sector road near gallery forest.,128000 (bps),mp3,Not specified,Black-headed Grosbeak (Pheucticus melanocephalus); Mourning Dove (Zenaida macroura); House Wren (Troglodytes aedon),367800,https://www.xeno-canto.org/367800,United States,Eric DeFonso,Icterus galbula_Baltimore Oriole,-102.774,Not specified,08:25,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC367800.wav,1 (mono)
4.5,no,balori,2 (stereo),06-01-2016,Not specified,44,XC367801.mp3,Not specified,Baltimore Oriole,Not specified,XC367801 Baltimore Oriole (Icterus galbula),"['Pheucticus melanocephalus_Black-headed Grosbeak', 'Zenaida macroura_Mourning Dove', 'Troglodytes aedon_House Wren']",yes,Icterus galbula," Tamarack Ranch SWA, E Sector, Logan County, Colorado",40.841,48000 (Hz),call,1100 m,Repeated angry scold chatter from bird along E sector road near gallery forest. Same recording session as XC367800,128000 (bps),mp3,Not specified,Black-headed Grosbeak (Pheucticus melanocephalus); Mourning Dove (Zenaida macroura); House Wren (Troglodytes aedon),367801,https://www.xeno-canto.org/367801,United States,Eric DeFonso,Icterus galbula_Baltimore Oriole,-102.774,Not specified,08:25,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC367801.wav,1 (mono)
3.5,no,balori,2 (stereo),06-01-2016,Not specified,19,XC367802.mp3,Not specified,Baltimore Oriole,Not specified,XC367802 Baltimore Oriole (Icterus galbula),"['Pheucticus melanocephalus_Black-headed Grosbeak', 'Zenaida macroura_Mourning Dove', 'Troglodytes aedon_House Wren']",yes,Icterus galbula," Tamarack Ranch SWA, E Sector, Logan County, Colorado",40.841,48000 (Hz),song,1100 m,Snippets of song from bird along E sector road near gallery forest. Same recording session and individual as XC367800 and XC367801.,128000 (bps),mp3,Not specified,Black-headed Grosbeak (Pheucticus melanocephalus); Mourning Dove (Zenaida macroura); House Wren (Troglodytes aedon),367802,https://www.xeno-canto.org/367802,United States,Eric DeFonso,Icterus galbula_Baltimore Oriole,-102.774,Not specified,08:25,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC367802.wav,1 (mono)
4,,balori,2 (stereo),03-11-2017,Not specified,2,XC368307.mp3,Not specified,Baltimore Oriole,Not specified,XC368307 Baltimore Oriole (Icterus galbula),[],,Icterus galbula," Refugio Bartola, El Castillo, Departamento de Río San Juan",10.9749,44100 (Hz),song,70 m,"Recording unmodified. This song was originally uploaded as Yellow-tailed Oriole but I see now that the song does not fit that species.  There was a lot of bird activity that morning. With several Oriole species in the vicinity. Any thoughts on what Oriole (or other type of bird) gave this song? Yellow-tailed, Baltimore and Orchard Orioles were in the area. Black-cowled Oriole is also known from the location. There are probably other candidates as well.   UPDATE:  Compare XC244358.  I believe this is probably the song of Baltimore oriole. 

playback-used:no",192000 (bps),mp3,Not specified,,368307,https://www.xeno-canto.org/368307,Nicaragua,Nick Komar,Icterus galbula_Baltimore Oriole,-84.3373,Not specified,06:15,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC368307.wav,1 (mono)
4,no,balori,2 (stereo),06-01-2016,Not specified,18,XC368438.mp3,Not specified,Baltimore Oriole,Not specified,XC368438 Baltimore Oriole (Icterus galbula),[],yes,Icterus galbula," Tamarack Ranch SWA, E Sector, Logan County, Colorado",40.841,48000 (Hz),call,1100 m,Scolding chatter from bird along E sector road near gallery forest.,128000 (bps),mp3,Not specified,,368438,https://www.xeno-canto.org/368438,United States,Eric DeFonso,Icterus galbula_Baltimore Oriole,-102.774,Not specified,08:59,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC368438.wav,1 (mono)
3.5,no,balori,2 (stereo),03-12-2017,Not specified,26,XC368961.mp3,Not specified,Baltimore Oriole,Not specified,XC368961 Baltimore Oriole (Icterus galbula),"['Trogon elegans_Elegant Trogon', ""Melanerpes hoffmannii_Hoffmann's Woodpecker""]",yes,Icterus galbula, Montibelli,12.022,44100 (Hz),"male, song",380 m,Recording edited.,192000 (bps),mp3,Not specified,Elegant Trogon (Trogon elegans); Hoffmann's Woodpecker (Melanerpes hoffmannii),368961,https://www.xeno-canto.org/368961,Nicaragua,Nick Komar,Icterus galbula_Baltimore Oriole,-86.2323,Not specified,08:00,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC368961.wav,1 (mono)
4.5,no,balori,2 (stereo),05-12-2017,Not specified,114,XC370500.mp3,Not specified,Baltimore Oriole,Not specified,XC370500 Baltimore Oriole (Icterus galbula),"['Colinus virginianus_Northern Bobwhite', 'Sturnella magna_Eastern Meadowlark', 'Melanerpes erythrocephalus_Red-headed Woodpecker', 'Thryothorus ludovicianus_Carolina Wren']",yes,Icterus galbula," Konza Prairie Nature Preserve, Riley County, Kansas",39.107,48000 (Hz),song,320 m,"Extended cut of natural, sweet song from foraging male bird working tops of taller trees along McDowell Creek.",128000 (bps),mp3,Not specified,Northern Bobwhite (Colinus virginianus); Eastern Meadowlark (Sturnella magna); Red-headed Woodpecker (Melanerpes erythrocephalus); Carolina Wren (Thryothorus ludovicianus),370500,https://www.xeno-canto.org/370500,United States,Eric DeFonso,Icterus galbula_Baltimore Oriole,-96.6085,Not specified,06:50,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC370500.wav,1 (mono)
3.5,no,balori,2 (stereo),5/18/2017,both,49,XC371921.mp3,level,Baltimore Oriole,Not specified,XC371921 Baltimore Oriole (Icterus galbula),['Pipilo erythrophthalmus_Eastern Towhee'],yes,Icterus galbula," Rhode Island (near  Exeter), Washington County, Rhode Island",41.5871,44100 (Hz),song,90 m,"Male seen singing at mid-story in woods surrounding pond area. Clear day with no to light wind, relatively warm temperatures (mid 70s). Recorded using iPhone 7 and then amplified using GarageBand.",160000 (bps),mp3,level,Eastern Towhee (Pipilo erythrophthalmus),371921,https://www.xeno-canto.org/371921,United States,Nicholas Comparato,Icterus galbula_Baltimore Oriole,-71.5635,3-6(s),10:00,Nicholas Comparato,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC371921.wav,1 (mono)
3.5,no,balori,2 (stereo),5/17/2017,Not specified,73,XC375494.mp3,Not specified,Baltimore Oriole,Not specified,XC375494 Baltimore Oriole (Icterus galbula),['Seiurus aurocapilla_Ovenbird'],yes,Icterus galbula," 535 River Road, Willington, Tolland County, Connecticut",41.905,48000 (Hz),song,120 m,"A rather simple song, but with a variation towards the end of clip.",128000 (bps),mp3,Not specified,Ovenbird (Seiurus aurocapilla),375494,https://www.xeno-canto.org/375494,United States,Jorge de Leon Cardozo,Icterus galbula_Baltimore Oriole,-72.2892,Not specified,18:30,Jorge de Leon Cardozo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,32000,XC375494.wav,1 (mono)
